date,region,resident,nonresident,total
2020-08-03,Northern,3,0,3
2020-08-04,Northern,3,0,3
2020-08-05,Northern,1,0,1
2020-08-06,Northern,1,0,1
2020-08-07,Northern,2,1,3
2020-08-08,Northern,0,0,0
2020-08-09,Northern,2,0,2
2020-08-10,Northern,2,0,2
2020-08-11,Northern,0,0,0
2020-08-12,Northern,6,0,6
2020-08-13,Northern,1,3,4
2020-08-14,Northern,1,0,1
2020-08-15,Northern,3,0,3
2020-08-16,Northern,3,0,3
2020-08-17,Northern,4,0,4
2020-08-18,Northern,6,0,6
2020-08-19,Northern,5,0,5
2020-08-20,Northern,11,0,11
2020-08-21,Northern,2,0,2
2020-08-22,Northern,1,0,1
2020-08-23,Northern,0,0,0
2020-08-24,Northern,5,1,6
2020-08-25,Northern,3,0,3
2020-08-26,Northern,1,0,1
2020-08-27,Northern,5,0,5
2020-08-28,Northern,1,0,1
2020-08-29,Northern,7,0,7
2020-08-30,Northern,2,0,2
2020-08-31,Northern,0,0,0
2020-09-01,Northern,2,0,2
2020-09-02,Northern,7,0,7
2020-09-03,Northern,1,0,1
2020-09-04,Northern,6,0,6
2020-09-05,Northern,4,0,4
2020-09-06,Northern,2,0,2
2020-09-07,Northern,4,0,4
2020-09-08,Northern,2,1,3
2020-09-09,Northern,3,0,3
2020-09-10,Northern,3,0,3
2020-09-11,Northern,3,0,3
2020-09-12,Northern,2,0,2
2020-09-13,Northern,2,0,2
2020-09-14,Northern,1,0,1
2020-09-15,Northern,3,1,4
2020-09-16,Northern,13,3,16
2020-09-17,Northern,5,0,5
2020-09-18,Northern,6,0,6
2020-09-19,Northern,18,0,18
2020-09-20,Northern,7,0,7
2020-09-21,Northern,5,0,5
2020-09-22,Northern,3,0,3
2020-09-23,Northern,25,1,26
2020-09-24,Northern,7,0,7
2020-09-25,Northern,8,0,8
2020-09-26,Northern,5,0,5
2020-09-27,Northern,4,1,5
2020-09-28,Northern,12,0,12
2020-09-29,Northern,9,0,9
2020-09-30,Northern,18,8,26
2020-10-01,Northern,13,0,13
2020-10-02,Northern,4,0,4
2020-10-03,Northern,3,0,3
2020-10-04,Northern,2,0,2
2020-10-05,Northern,9,0,9
2020-10-06,Northern,15,0,15
2020-10-07,Northern,9,0,9
2020-10-08,Northern,13,0,13
2020-10-09,Northern,9,0,9
2020-10-10,Northern,16,0,16
2020-10-11,Northern,13,0,13
2020-10-12,Northern,13,0,13
2020-10-13,Northern,13,1,14
2020-10-14,Northern,5,0,5
2020-10-15,Northern,17,1,18
2020-10-16,Northern,6,0,6
2020-10-17,Northern,14,1,15
2020-10-18,Northern,1,0,1
2020-10-19,Northern,10,0,10
2020-10-20,Northern,8,0,8
2020-10-21,Northern,13,0,13
2020-10-22,Northern,11,0,11
2020-10-23,Northern,6,0,6
2020-10-24,Northern,18,2,20
2020-10-25,Northern,2,0,2
2020-10-26,Northern,23,1,24
2020-10-27,Northern,7,0,7
2020-10-28,Northern,4,0,4
2020-10-29,Northern,6,1,7
2020-10-30,Northern,13,0,13
2020-10-31,Northern,8,0,8
2020-11-01,Northern,6,0,6
2020-11-02,Northern,18,0,18
2020-11-03,Northern,8,1,9
2020-11-04,Northern,10,1,11
2020-11-05,Northern,11,0,11
2020-11-06,Northern,13,0,13
2020-11-07,Northern,9,0,9
2020-11-08,Northern,7,0,7
2020-11-09,Northern,20,4,24
2020-11-10,Northern,18,0,18
2020-11-11,Northern,9,0,9
2020-11-12,Northern,14,1,15
2020-11-13,Northern,6,0,6
2020-11-14,Northern,9,1,10
2020-11-15,Northern,6,0,6
2020-11-16,Northern,8,0,8
2020-11-17,Northern,12,0,12
2020-11-18,Northern,16,0,16
2020-11-19,Northern,17,1,18
2020-11-20,Northern,17,0,17
2020-11-21,Northern,5,1,6
2020-11-22,Northern,13,0,13
2020-11-23,Northern,31,1,32
2020-11-24,Northern,20,1,21
2020-11-25,Northern,6,0,6
2020-11-26,Northern,9,0,9
2020-11-27,Northern,24,0,24
2020-11-28,Northern,10,0,10
2020-11-29,Northern,14,2,16
2020-11-30,Northern,15,0,15
2020-12-01,Northern,35,0,35
2020-12-02,Northern,21,2,23
2020-12-03,Northern,24,1,25
2020-12-04,Northern,5,2,7
2020-12-05,Northern,24,0,24
2020-12-06,Northern,4,0,4
2020-12-07,Northern,15,0,15
2020-12-08,Northern,35,0,35
2020-12-09,Northern,16,0,16
2020-12-10,Northern,10,0,10
2020-12-11,Northern,16,0,16
2020-12-12,Northern,21,0,21
2020-12-13,Northern,25,0,25
2020-12-14,Northern,11,0,11
2020-12-15,Northern,19,0,19
2020-12-16,Northern,18,0,18
2020-12-17,Northern,16,1,17
2020-12-18,Northern,10,1,11
2020-12-19,Northern,9,0,9
2020-12-20,Northern,2,0,2
2020-12-21,Northern,4,0,4
2020-12-22,Northern,11,0,11
2020-12-23,Northern,10,0,10
2020-12-24,Northern,3,4,7
2020-12-25,Northern,8,0,8
2020-12-26,Northern,3,0,3
2020-12-27,Northern,5,0,5
2020-12-28,Northern,3,0,3
2020-12-29,Northern,14,0,14
2020-12-30,Northern,4,1,5
2020-12-31,Northern,10,2,12
2021-01-01,Northern,12,0,12
2021-01-02,Northern,5,0,5
2021-01-03,Northern,4,0,4
2021-01-04,Northern,10,0,10
2021-01-05,Northern,18,0,18
2021-01-06,Northern,31,1,32
2021-01-07,Northern,21,0,21
2021-01-08,Northern,25,0,25
2021-01-09,Northern,18,0,18
2021-01-10,Northern,19,0,19
2021-01-11,Northern,17,0,17
2021-01-12,Northern,22,0,22
2021-01-13,Northern,29,0,29
2021-01-14,Northern,29,0,29
2021-01-15,Northern,16,1,17
2021-01-16,Northern,12,0,12
2021-01-17,Northern,18,1,19
2021-01-18,Northern,6,1,7
2021-01-19,Northern,3,0,3
2021-01-20,Northern,1,0,1
2021-01-21,Northern,24,1,25
2021-01-22,Northern,2,0,2
2021-01-23,Northern,6,0,6
2021-01-24,Northern,7,0,7
2021-01-25,Northern,2,0,2
2021-01-26,Northern,4,0,4
2021-01-27,Northern,1,0,1
2021-01-28,Northern,1,0,1
2021-01-29,Northern,3,1,4
2021-01-30,Northern,3,0,3
2021-01-31,Northern,1,0,1
2021-02-01,Northern,0,0,0
2021-02-02,Northern,3,1,4
2021-02-03,Northern,2,0,2
2021-02-04,Northern,0,0,0
2021-02-05,Northern,3,0,3
2021-02-06,Northern,1,4,5
2021-02-07,Northern,3,0,3
2021-02-08,Northern,2,2,4
2021-02-09,Northern,2,0,2
2021-02-10,Northern,1,0,1
2021-02-11,Northern,1,0,1
2021-02-12,Northern,2,0,2
2021-02-13,Northern,3,5,8
2021-02-14,Northern,0,0,0
2021-02-15,Northern,2,0,2
2021-02-16,Northern,1,0,1
2021-02-17,Northern,2,0,2
2021-02-18,Northern,2,0,2
2021-02-19,Northern,1,1,2
2021-02-20,Northern,2,0,2
2021-02-21,Northern,0,0,0
2021-02-22,Northern,0,0,0
2021-02-23,Northern,2,0,2
2021-02-24,Northern,1,0,1
2021-02-25,Northern,2,0,2
2020-03-16,Southeast,1,0,1
2020-03-17,Southeast,2,0,2
2020-03-18,Southeast,0,0,0
2020-03-19,Southeast,0,0,0
2020-03-20,Southeast,1,0,1
2020-03-21,Southeast,5,0,5
2020-03-22,Southeast,2,0,2
2020-03-23,Southeast,0,0,0
2020-03-24,Southeast,3,0,3
2020-03-25,Southeast,0,0,0
2020-03-26,Southeast,2,0,2
2020-03-27,Southeast,1,0,1
2020-03-28,Southeast,1,0,1
2020-03-29,Southeast,1,0,1
2020-03-30,Southeast,0,0,0
2020-03-31,Southeast,4,0,4
2020-04-01,Southeast,2,0,2
2020-04-02,Southeast,1,0,1
2020-04-03,Southeast,1,0,1
2020-04-04,Southeast,2,0,2
2020-04-05,Southeast,1,0,1
2020-04-06,Southeast,0,0,0
2020-04-07,Southeast,0,0,0
2020-04-08,Southeast,0,0,0
2020-04-09,Southeast,1,0,1
2020-04-10,Southeast,1,0,1
2020-04-11,Southeast,2,0,2
2020-04-12,Southeast,1,0,1
2020-04-13,Southeast,2,0,2
2020-04-14,Southeast,3,0,3
2020-04-15,Southeast,2,0,2
2020-04-16,Southeast,1,0,1
2020-04-17,Southeast,0,0,0
2020-04-18,Southeast,1,0,1
2020-04-19,Southeast,0,0,0
2020-04-20,Southeast,3,0,3
2020-04-21,Southeast,1,0,1
2020-04-22,Southeast,0,0,0
2020-04-23,Southeast,0,0,0
2020-04-25,Southeast,1,0,1
2020-04-26,Southeast,0,0,0
2020-04-27,Southeast,1,0,1
2020-04-28,Southeast,0,0,0
2020-04-30,Southeast,0,0,0
2020-05-01,Southeast,0,0,0
2020-05-02,Southeast,0,0,0
2020-05-03,Southeast,0,0,0
2020-05-04,Southeast,0,0,0
2020-05-05,Southeast,0,0,0
2020-05-06,Southeast,0,0,0
2020-05-07,Southeast,0,0,0
2020-05-08,Southeast,0,0,0
2020-05-09,Southeast,0,0,0
2020-05-10,Southeast,0,0,0
2020-05-11,Southeast,2,0,2
2020-05-12,Southeast,0,0,0
2020-05-13,Southeast,0,0,0
2020-05-14,Southeast,0,0,0
2020-05-15,Southeast,0,0,0
2020-05-16,Southeast,1,0,1
2020-05-17,Southeast,0,0,0
2020-05-19,Southeast,0,0,0
2020-05-21,Southeast,1,0,1
2020-05-22,Southeast,0,0,0
2020-05-24,Southeast,0,0,0
2020-05-25,Southeast,1,0,1
2020-05-26,Southeast,0,0,0
2020-05-27,Southeast,1,0,1
2020-05-28,Southeast,1,0,1
2020-05-29,Southeast,0,0,0
2020-05-30,Southeast,0,0,0
2020-05-31,Southeast,0,0,0
2020-06-01,Southeast,0,0,0
2020-06-02,Southeast,0,0,0
2020-06-03,Southeast,0,1,1
2020-06-04,Southeast,0,0,0
2020-06-05,Southeast,0,0,0
2020-06-06,Southeast,1,0,1
2020-06-07,Southeast,2,0,2
2020-06-08,Southeast,1,0,1
2020-06-09,Southeast,1,1,2
2020-06-10,Southeast,5,1,6
2020-06-11,Southeast,0,2,2
2020-06-12,Southeast,5,6,11
2020-06-13,Southeast,0,0,0
2020-06-14,Southeast,0,0,0
2020-06-15,Southeast,0,0,0
2020-06-16,Southeast,4,1,5
2020-06-17,Southeast,2,0,2
2020-06-18,Southeast,1,1,2
2020-06-19,Southeast,2,1,3
2020-06-20,Southeast,0,1,1
2020-06-21,Southeast,0,4,4
2020-06-22,Southeast,0,2,2
2020-06-23,Southeast,1,0,1
2020-06-24,Southeast,0,2,2
2020-06-25,Southeast,3,1,4
2020-06-26,Southeast,0,1,1
2020-06-27,Southeast,1,0,1
2020-06-28,Southeast,0,0,0
2020-06-29,Southeast,1,1,2
2020-06-30,Southeast,1,2,3
2020-07-01,Southeast,1,2,3
2020-07-02,Southeast,1,0,1
2020-07-03,Southeast,2,0,2
2020-07-04,Southeast,0,1,1
2020-07-05,Southeast,0,1,1
2020-07-06,Southeast,1,0,1
2020-07-07,Southeast,0,2,2
2020-07-08,Southeast,1,1,2
2020-07-09,Southeast,0,0,0
2020-07-10,Southeast,1,0,1
2020-07-11,Southeast,3,0,3
2020-07-12,Southeast,0,0,0
2020-07-13,Southeast,1,2,3
2020-07-14,Southeast,1,2,3
2020-07-15,Southeast,0,3,3
2020-07-16,Southeast,5,5,10
2020-07-17,Southeast,3,1,4
2020-07-18,Southeast,5,1,6
2020-07-19,Southeast,1,21,22
2020-07-20,Southeast,2,8,10
2020-07-21,Southeast,11,1,12
2020-07-22,Southeast,0,1,1
2020-07-23,Southeast,6,0,6
2020-07-24,Southeast,2,0,2
2020-07-25,Southeast,9,2,11
2020-07-26,Southeast,7,1,8
2020-07-27,Southeast,8,10,18
2020-07-28,Southeast,1,6,7
2020-07-29,Southeast,3,5,8
2020-07-30,Southeast,2,2,4
2020-07-31,Southeast,2,2,4
2020-08-01,Southeast,6,0,6
2020-08-02,Southeast,5,1,6
2020-08-03,Southeast,1,2,3
2020-08-04,Southeast,3,2,5
2020-08-05,Southeast,2,4,6
2020-08-06,Southeast,3,1,4
2020-08-07,Southeast,4,3,7
2020-08-08,Southeast,5,1,6
2020-08-09,Southeast,4,0,4
2020-08-10,Southeast,3,4,7
2020-08-11,Southeast,5,2,7
2020-08-12,Southeast,12,7,19
2020-08-13,Southeast,14,1,15
2020-08-14,Southeast,12,0,12
2020-08-15,Southeast,7,3,10
2020-08-16,Southeast,1,0,1
2020-08-17,Southeast,5,2,7
2020-08-18,Southeast,0,1,1
2020-08-19,Southeast,6,2,8
2020-08-20,Southeast,2,1,3
2020-08-21,Southeast,9,0,9
2020-08-22,Southeast,6,0,6
2020-08-23,Southeast,0,0,0
2020-08-24,Southeast,2,1,3
2020-08-25,Southeast,2,1,3
2020-08-26,Southeast,7,0,7
2020-08-27,Southeast,8,0,8
2020-08-28,Southeast,9,0,9
2020-08-29,Southeast,7,0,7
2020-08-30,Southeast,1,0,1
2020-08-31,Southeast,4,1,5
2020-09-01,Southeast,2,1,3
2020-09-02,Southeast,4,0,4
2020-09-03,Southeast,4,0,4
2020-09-04,Southeast,2,0,2
2020-09-05,Southeast,9,0,9
2020-09-06,Southeast,2,0,2
2020-09-07,Southeast,5,0,5
2020-09-08,Southeast,14,0,14
2020-09-09,Southeast,9,0,9
2020-09-10,Southeast,5,0,5
2020-09-11,Southeast,7,0,7
2020-09-12,Southeast,6,0,6
2020-09-13,Southeast,5,0,5
2020-09-14,Southeast,1,1,2
2020-09-15,Southeast,1,0,1
2020-09-16,Southeast,19,1,20
2020-09-17,Southeast,2,0,2
2020-09-18,Southeast,4,0,4
2020-09-19,Southeast,8,0,8
2020-09-20,Southeast,5,0,5
2020-09-21,Southeast,0,0,0
2020-09-22,Southeast,3,0,3
2020-09-23,Southeast,9,0,9
2020-09-24,Southeast,6,0,6
2020-09-25,Southeast,4,0,4
2020-09-26,Southeast,2,0,2
2020-09-27,Southeast,4,0,4
2020-09-28,Southeast,4,0,4
2020-09-29,Southeast,6,0,6
2020-09-30,Southeast,1,0,1
2020-10-01,Southeast,3,0,3
2020-10-02,Southeast,3,1,4
2020-10-03,Southeast,1,0,1
2020-10-04,Southeast,3,0,3
2020-10-05,Southeast,2,0,2
2020-10-06,Southeast,2,0,2
2020-10-07,Southeast,2,0,2
2020-10-08,Southeast,5,1,6
2020-10-09,Southeast,4,0,4
2020-10-10,Southeast,11,0,11
2020-10-11,Southeast,3,1,4
2020-10-12,Southeast,6,0,6
2020-10-13,Southeast,5,0,5
2020-10-14,Southeast,5,0,5
2020-10-15,Southeast,11,0,11
2020-10-16,Southeast,18,0,18
2020-10-17,Southeast,5,0,5
2020-10-18,Southeast,4,0,4
2020-10-19,Southeast,8,0,8
2020-10-20,Southeast,6,0,6
2020-10-21,Southeast,4,0,4
2020-10-22,Southeast,8,0,8
2020-10-23,Southeast,8,2,10
2020-10-24,Southeast,45,0,45
2020-10-25,Southeast,10,0,10
2020-10-26,Southeast,10,0,10
2020-10-27,Southeast,9,0,9
2020-10-28,Southeast,14,0,14
2020-10-29,Southeast,22,1,23
2020-10-30,Southeast,22,0,22
2020-10-31,Southeast,20,0,20
2020-11-01,Southeast,7,0,7
2020-11-02,Southeast,22,0,22
2020-11-03,Southeast,21,0,21
2020-11-04,Southeast,9,0,9
2020-11-05,Southeast,21,0,21
2020-11-06,Southeast,30,1,31
2020-11-07,Southeast,24,0,24
2020-11-08,Southeast,27,0,27
2020-11-09,Southeast,13,0,13
2020-11-10,Southeast,17,2,19
2020-11-11,Southeast,15,0,15
2020-11-12,Southeast,32,0,32
2020-11-13,Southeast,31,0,31
2020-11-14,Southeast,36,0,36
2020-11-15,Southeast,9,0,9
2020-11-16,Southeast,7,0,7
2020-11-17,Southeast,11,0,11
2020-11-18,Southeast,16,0,16
2020-11-19,Southeast,5,0,5
2020-11-20,Southeast,20,0,20
2020-11-21,Southeast,17,0,17
2020-11-22,Southeast,14,0,14
2020-11-23,Southeast,9,0,9
2020-11-24,Southeast,20,1,21
2020-11-25,Southeast,21,0,21
2020-11-26,Southeast,7,0,7
2020-11-27,Southeast,17,0,17
2020-11-28,Southeast,19,0,19
2020-11-29,Southeast,16,0,16
2020-11-30,Southeast,12,0,12
2020-12-01,Southeast,17,0,17
2020-12-02,Southeast,22,0,22
2020-12-03,Southeast,36,1,37
2020-12-04,Southeast,18,0,18
2020-12-05,Southeast,5,0,5
2020-12-06,Southeast,7,1,8
2020-12-07,Southeast,14,0,14
2020-12-08,Southeast,5,0,5
2020-12-09,Southeast,26,1,27
2020-12-10,Southeast,10,0,10
2020-12-11,Southeast,10,1,11
2020-12-12,Southeast,17,0,17
2020-12-13,Southeast,5,0,5
2020-12-14,Southeast,15,1,16
2020-12-15,Southeast,3,0,3
2020-12-16,Southeast,6,0,6
2020-12-17,Southeast,21,0,21
2020-12-18,Southeast,8,0,8
2020-12-19,Southeast,4,0,4
2020-12-20,Southeast,1,0,1
2020-12-21,Southeast,17,0,17
2020-12-22,Southeast,7,2,9
2020-12-23,Southeast,15,0,15
2020-12-24,Southeast,4,0,4
2020-12-25,Southeast,10,0,10
2020-12-26,Southeast,3,2,5
2020-12-27,Southeast,1,0,1
2020-12-28,Southeast,5,0,5
2020-12-29,Southeast,9,0,9
2020-12-30,Southeast,13,0,13
2020-12-31,Southeast,7,0,7
2021-01-01,Southeast,9,0,9
2021-01-02,Southeast,1,0,1
2021-01-03,Southeast,2,0,2
2021-01-04,Southeast,7,0,7
2021-01-05,Southeast,19,4,23
2021-01-06,Southeast,3,0,3
2021-01-07,Southeast,11,1,12
2021-01-08,Southeast,5,0,5
2021-01-09,Southeast,4,0,4
2021-01-10,Southeast,4,0,4
2021-01-11,Southeast,14,1,15
2021-01-12,Southeast,15,3,18
2021-01-13,Southeast,8,0,8
2021-01-14,Southeast,9,0,9
2021-01-15,Southeast,3,1,4
2021-01-16,Southeast,3,0,3
2021-01-17,Southeast,5,1,6
2021-01-18,Southeast,1,0,1
2021-01-19,Southeast,2,0,2
2021-01-20,Southeast,20,0,20
2021-01-21,Southeast,7,0,7
2021-01-22,Southeast,7,0,7
2021-01-23,Southeast,4,0,4
2021-01-24,Southeast,1,0,1
2021-01-25,Southeast,7,0,7
2021-01-26,Southeast,4,0,4
2021-01-27,Southeast,6,0,6
2021-01-28,Southeast,21,0,21
2021-01-29,Southeast,5,0,5
2021-01-30,Southeast,8,0,8
2021-01-31,Southeast,0,0,0
2021-02-01,Southeast,2,1,3
2021-02-02,Southeast,12,1,13
2021-02-03,Southeast,8,0,8
2021-02-04,Southeast,11,0,11
2021-02-05,Southeast,5,1,6
2021-02-06,Southeast,12,0,12
2021-02-07,Southeast,2,0,2
2021-02-08,Southeast,1,0,1
2021-02-09,Southeast,4,0,4
2021-02-10,Southeast,5,0,5
2021-02-11,Southeast,4,0,4
2021-02-12,Southeast,5,0,5
2021-02-13,Southeast,3,1,4
2021-02-14,Southeast,2,0,2
2021-02-15,Southeast,2,0,2
2021-02-16,Southeast,2,0,2
2021-02-17,Southeast,12,0,12
2021-02-18,Southeast,26,1,27
2021-02-19,Southeast,15,0,15
2021-02-20,Southeast,10,0,10
2021-02-21,Southeast,10,0,10
2021-02-22,Southeast,6,0,6
2021-02-23,Southeast,24,0,24
2021-02-24,Southeast,19,1,20
2021-02-25,Southeast,1,0,1
2020-03-16,Southwest,0,0,0
2020-03-17,Southwest,0,0,0
2020-03-18,Southwest,0,0,0
2020-03-19,Southwest,0,0,0
2020-03-20,Southwest,0,0,0
2020-03-21,Southwest,0,0,0
2020-03-22,Southwest,0,0,0
2020-03-23,Southwest,0,0,0
2020-03-24,Southwest,0,0,0
2020-03-25,Southwest,0,0,0
2020-03-26,Southwest,0,0,0
2020-03-27,Southwest,0,0,0
2020-03-28,Southwest,0,0,0
2020-03-29,Southwest,0,0,0
2020-03-30,Southwest,0,0,0
2020-03-31,Southwest,0,0,0
2020-04-01,Southwest,0,0,0
2020-04-02,Southwest,0,0,0
2020-04-03,Southwest,0,0,0
2020-04-04,Southwest,0,0,0
2020-04-05,Southwest,0,0,0
2020-04-06,Southwest,1,0,1
2020-04-07,Southwest,0,0,0
2020-04-08,Southwest,0,0,0
2020-04-09,Southwest,0,0,0
2020-04-10,Southwest,0,0,0
2020-04-11,Southwest,0,0,0
2020-04-12,Southwest,0,0,0
2020-04-13,Southwest,0,0,0
2020-04-14,Southwest,0,0,0
2020-04-15,Southwest,0,0,0
2020-04-16,Southwest,0,0,0
2020-04-17,Southwest,0,0,0
2020-04-18,Southwest,0,0,0
2020-04-19,Southwest,0,0,0
2020-04-20,Southwest,0,0,0
2020-04-21,Southwest,0,0,0
2020-04-22,Southwest,0,0,0
2020-04-23,Southwest,0,0,0
2020-04-25,Southwest,0,0,0
2020-04-26,Southwest,0,0,0
2020-04-27,Southwest,0,0,0
2020-04-28,Southwest,0,0,0
2020-04-30,Southwest,0,0,0
2020-05-01,Southwest,0,0,0
2020-05-02,Southwest,0,0,0
2020-05-03,Southwest,0,0,0
2020-05-04,Southwest,0,0,0
2020-05-05,Southwest,0,0,0
2020-05-06,Southwest,0,0,0
2020-05-07,Southwest,0,0,0
2020-05-08,Southwest,0,0,0
2020-05-09,Southwest,0,0,0
2020-05-10,Southwest,0,0,0
2020-05-11,Southwest,0,0,0
2020-05-12,Southwest,0,0,0
2020-05-13,Southwest,0,0,0
2020-05-14,Southwest,0,0,0
2020-05-15,Southwest,1,1,2
2020-05-16,Southwest,0,0,0
2020-05-17,Southwest,0,0,0
2020-05-19,Southwest,1,0,1
2020-05-21,Southwest,0,0,0
2020-05-22,Southwest,0,0,0
2020-05-24,Southwest,0,0,0
2020-05-25,Southwest,0,0,0
2020-05-26,Southwest,1,0,1
2020-05-27,Southwest,0,0,0
2020-05-28,Southwest,0,0,0
2020-05-29,Southwest,0,1,1
2020-05-30,Southwest,0,1,1
2020-05-31,Southwest,0,0,0
2020-06-01,Southwest,0,0,0
2020-06-02,Southwest,0,0,0
2020-06-03,Southwest,0,3,3
2020-06-04,Southwest,0,0,0
2020-06-05,Southwest,0,0,0
2020-06-06,Southwest,0,0,0
2020-06-07,Southwest,0,0,0
2020-06-08,Southwest,0,2,2
2020-06-09,Southwest,0,0,0
2020-06-10,Southwest,0,1,1
2020-06-11,Southwest,0,2,2
2020-06-12,Southwest,1,0,1
2020-06-13,Southwest,0,1,1
2020-06-14,Southwest,0,1,1
2020-06-15,Southwest,1,0,1
2020-06-16,Southwest,0,0,0
2020-06-17,Southwest,1,1,2
2020-06-18,Southwest,2,7,9
2020-06-19,Southwest,0,0,0
2020-06-20,Southwest,0,1,1
2020-06-21,Southwest,0,0,0
2020-06-22,Southwest,1,11,12
2020-06-23,Southwest,0,2,2
2020-06-24,Southwest,1,13,14
2020-06-25,Southwest,0,6,6
2020-06-26,Southwest,1,3,4
2020-06-27,Southwest,0,1,1
2020-06-28,Southwest,0,0,0
2020-06-29,Southwest,0,6,6
2020-06-30,Southwest,0,0,0
2020-07-01,Southwest,0,4,4
2020-07-02,Southwest,2,8,10
2020-07-03,Southwest,2,0,2
2020-07-04,Southwest,0,2,2
2020-07-05,Southwest,0,0,0
2020-07-06,Southwest,0,0,0
2020-07-07,Southwest,2,2,4
2020-07-08,Southwest,1,0,1
2020-07-09,Southwest,0,3,3
2020-07-10,Southwest,1,2,3
2020-07-11,Southwest,1,1,2
2020-07-12,Southwest,4,0,4
2020-07-13,Southwest,0,1,1
2020-07-14,Southwest,1,0,1
2020-07-15,Southwest,0,0,0
2020-07-16,Southwest,0,1,1
2020-07-17,Southwest,0,7,7
2020-07-18,Southwest,0,32,32
2020-07-19,Southwest,1,41,42
2020-07-20,Southwest,2,0,2
2020-07-21,Southwest,0,0,0
2020-07-22,Southwest,0,0,0
2020-07-23,Southwest,1,0,1
2020-07-24,Southwest,0,1,1
2020-07-25,Southwest,0,2,2
2020-07-26,Southwest,1,0,1
2020-07-27,Southwest,0,1,1
2020-07-28,Southwest,0,0,0
2020-07-29,Southwest,2,0,2
2020-07-30,Southwest,1,0,1
2020-07-31,Southwest,1,0,1
2020-08-01,Southwest,1,1,2
2020-08-02,Southwest,2,3,5
2020-08-03,Southwest,2,0,2
2020-08-04,Southwest,0,0,0
2020-08-05,Southwest,0,0,0
2020-08-06,Southwest,2,0,2
2020-08-07,Southwest,0,1,1
2020-08-08,Southwest,0,0,0
2020-08-09,Southwest,0,1,1
2020-08-10,Southwest,3,0,3
2020-08-11,Southwest,0,0,0
2020-08-12,Southwest,0,0,0
2020-08-13,Southwest,2,0,2
2020-08-14,Southwest,5,1,6
2020-08-15,Southwest,4,0,4
2020-08-16,Southwest,2,0,2
2020-08-17,Southwest,0,0,0
2020-08-18,Southwest,4,0,4
2020-08-19,Southwest,2,0,2
2020-08-20,Southwest,0,0,0
2020-08-21,Southwest,1,0,1
2020-08-22,Southwest,1,0,1
2020-08-23,Southwest,15,0,15
2020-08-24,Southwest,0,1,1
2020-08-25,Southwest,0,1,1
2020-08-26,Southwest,0,1,1
2020-08-27,Southwest,3,0,3
2020-08-28,Southwest,0,0,0
2020-08-29,Southwest,2,1,3
2020-08-30,Southwest,0,1,1
2020-08-31,Southwest,1,0,1
2020-09-01,Southwest,0,0,0
2020-09-02,Southwest,0,0,0
2020-09-03,Southwest,0,6,6
2020-09-04,Southwest,0,1,1
2020-09-05,Southwest,11,0,11
2020-09-06,Southwest,4,0,4
2020-09-07,Southwest,0,1,1
2020-09-08,Southwest,1,0,1
2020-09-09,Southwest,6,0,6
2020-09-10,Southwest,1,1,2
2020-09-11,Southwest,7,1,8
2020-09-12,Southwest,0,0,0
2020-09-13,Southwest,0,1,1
2020-09-14,Southwest,8,0,8
2020-09-15,Southwest,1,0,1
2020-09-16,Southwest,2,0,2
2020-09-17,Southwest,4,0,4
2020-09-18,Southwest,2,1,3
2020-09-19,Southwest,5,0,5
2020-09-20,Southwest,2,0,2
2020-09-21,Southwest,1,0,1
2020-09-22,Southwest,2,0,2
2020-09-23,Southwest,6,0,6
2020-09-24,Southwest,4,0,4
2020-09-25,Southwest,2,0,2
2020-09-26,Southwest,6,0,6
2020-09-27,Southwest,3,0,3
2020-09-28,Southwest,1,0,1
2020-09-29,Southwest,4,0,4
2020-09-30,Southwest,1,0,1
2020-10-01,Southwest,3,0,3
2020-10-02,Southwest,3,0,3
2020-10-03,Southwest,0,0,0
2020-10-04,Southwest,5,0,5
2020-10-05,Southwest,16,0,16
2020-10-06,Southwest,1,0,1
2020-10-07,Southwest,15,0,15
2020-10-08,Southwest,11,0,11
2020-10-09,Southwest,8,1,9
2020-10-10,Southwest,15,0,15
2020-10-11,Southwest,6,0,6
2020-10-12,Southwest,6,1,7
2020-10-13,Southwest,6,0,6
2020-10-14,Southwest,30,0,30
2020-10-15,Southwest,19,0,19
2020-10-16,Southwest,8,0,8
2020-10-17,Southwest,22,0,22
2020-10-18,Southwest,19,0,19
2020-10-19,Southwest,17,0,17
2020-10-20,Southwest,18,0,18
2020-10-21,Southwest,115,0,115
2020-10-22,Southwest,9,0,9
2020-10-23,Southwest,75,0,75
2020-10-24,Southwest,41,0,41
2020-10-25,Southwest,15,0,15
2020-10-26,Southwest,28,0,28
2020-10-27,Southwest,15,0,15
2020-10-28,Southwest,30,0,30
2020-10-29,Southwest,23,0,23
2020-10-30,Southwest,53,2,55
2020-10-31,Southwest,21,0,21
2020-11-01,Southwest,24,0,24
2020-11-02,Southwest,49,0,49
2020-11-03,Southwest,22,0,22
2020-11-04,Southwest,44,0,44
2020-11-05,Southwest,42,0,42
2020-11-06,Southwest,53,0,53
2020-11-07,Southwest,41,0,41
2020-11-08,Southwest,57,0,57
2020-11-09,Southwest,83,0,83
2020-11-10,Southwest,58,0,58
2020-11-11,Southwest,30,0,30
2020-11-12,Southwest,61,0,61
2020-11-13,Southwest,51,0,51
2020-11-14,Southwest,24,0,24
